tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2015-01-01,DKI1 (Bunderan HI),49.0,7.0,18.0,26.0,10.0,49.0,PM10,BAIK
2015-01-02,DKI1 (Bunderan HI),25.0,7.0,10.0,25.0,10.0,25.0,PM10,BAIK
2015-01-03,DKI1 (Bunderan HI),27.0,6.0,12.0,36.0,10.0,36.0,O3,BAIK
2015-01-04,DKI1 (Bunderan HI),22.0,5.0,10.0,38.0,12.0,38.0,O3,BAIK
2015-01-05,DKI1 (Bunderan HI),21.0,5.0,8.0,27.0,7.0,27.0,O3,BAIK
2015-01-06,DKI1 (Bunderan HI),29.0,7.0,11.0,27.0,11.0,29.0,PM10,BAIK
2015-01-07,DKI1 (Bunderan HI),32.0,7.0,11.0,35.0,12.0,35.0,O3,BAIK
2015-01-08,DKI1 (Bunderan HI),29.0,6.0,10.0,36.0,13.0,36.0,O3,BAIK
2015-01-09,DKI1 (Bunderan HI),23.0,6.0,8.0,32.0,7.0,32.0,O3,BAIK
2015-01-10,DKI1 (Bunderan HI),25.0,6.0,9.0,38.0,8.0,38.0,O3,BAIK
2015-01-11,DKI1 (Bunderan HI),26.0,6.0,7.0,41.0,11.0,41.0,O3,BAIK
2015-01-12,DKI1 (Bunderan HI),26.0,7.0,23.0,37.0,13.0,37.0,O3,BAIK
2015-01-13,DKI1 (Bunderan HI),45.0,5.0,26.0,28.0,18.0,45.0,PM10,BAIK
2015-01-14,DKI1 (Bunderan HI),41.0,5.0,24.0,34.0,16.0,41.0,PM10,BAIK
2015-01-15,DKI1 (Bunderan HI),39.0,4.0,27.0,36.0,20.0,39.0,PM10,BAIK
2015-01-16,DKI1 (Bunderan HI),50.0,5.0,20.0,33.0,15.0,50.0,PM10,BAIK
2015-01-17,DKI1 (Bunderan HI),39.0,5.0,13.0,40.0,13.0,40.0,O3,BAIK
2015-01-18,DKI1 (Bunderan HI),44.0,5.0,23.0,45.0,18.0,45.0,O3,BAIK
2015-01-19,DKI1 (Bunderan HI),54.0,5.0,20.0,41.0,16.0,54.0,PM10,SEDANG
2015-01-20,DKI1 (Bunderan HI),70.0,5.0,51.0,48.0,21.0,70.0,PM10,SEDANG
2015-01-21,DKI1 (Bunderan HI),44.0,8.0,43.0,40.0,16.0,44.0,PM10,BAIK
2015-01-22,DKI1 (Bunderan HI),43.0,6.0,35.0,30.0,15.0,43.0,PM10,BAIK
2015-01-23,DKI1 (Bunderan HI),49.0,5.0,42.0,33.0,19.0,49.0,PM10,BAIK
2015-01-24,DKI1 (Bunderan HI),52.0,5.0,67.0,41.0,21.0,67.0,CO,SEDANG
2015-01-29,DKI1 (Bunderan HI),55.0,7.0,20.0,35.0,14.0,55.0,PM10,SEDANG
2015-01-30,DKI1 (Bunderan HI),52.0,5.0,15.0,39.0,13.0,52.0,PM10,SEDANG
2015-01-31,DKI1 (Bunderan HI),54.0,5.0,17.0,36.0,15.0,54.0,PM10,SEDANG
2015-01-01,DKI2 (Kelapa Gading),43.0,2.0,39.0,27.0,7.0,43.0,PM10,BAIK
2015-01-02,DKI2 (Kelapa Gading),28.0,3.0,26.0,48.0,6.0,48.0,O3,BAIK
2015-01-03,DKI2 (Kelapa Gading),22.0,2.0,28.0,44.0,6.0,44.0,O3,BAIK
2015-01-04,DKI2 (Kelapa Gading),18.0,2.0,28.0,42.0,6.0,42.0,O3,BAIK
2015-01-05,DKI2 (Kelapa Gading),19.0,2.0,25.0,32.0,4.0,32.0,O3,BAIK
2015-01-06,DKI2 (Kelapa Gading),27.0,3.0,26.0,37.0,6.0,37.0,O3,BAIK
2015-01-07,DKI2 (Kelapa Gading),29.0,4.0,25.0,35.0,11.0,35.0,O3,BAIK
2015-01-08,DKI2 (Kelapa Gading),30.0,3.0,25.0,40.0,9.0,40.0,O3,BAIK
2015-01-09,DKI2 (Kelapa Gading),24.0,3.0,24.0,31.0,5.0,31.0,O3,BAIK
2015-01-10,DKI2 (Kelapa Gading),25.0,3.0,24.0,43.0,4.0,43.0,O3,BAIK
2015-01-11,DKI2 (Kelapa Gading),23.0,3.0,23.0,36.0,7.0,36.0,O3,BAIK
2015-01-12,DKI2 (Kelapa Gading),30.0,3.0,28.0,29.0,12.0,30.0,PM10,BAIK
2015-01-13,DKI2 (Kelapa Gading),32.0,3.0,39.0,35.0,14.0,39.0,CO,BAIK
2015-01-14,DKI2 (Kelapa Gading),38.0,3.0,44.0,40.0,17.0,44.0,CO,BAIK
2015-01-15,DKI2 (Kelapa Gading),35.0,4.0,33.0,47.0,12.0,47.0,O3,BAIK
2015-01-16,DKI2 (Kelapa Gading),45.0,5.0,33.0,40.0,17.0,45.0,PM10,BAIK
2015-01-17,DKI2 (Kelapa Gading),32.0,3.0,26.0,43.0,15.0,43.0,O3,BAIK
2015-01-18,DKI2 (Kelapa Gading),39.0,3.0,29.0,45.0,12.0,45.0,O3,BAIK
2015-01-19,DKI2 (Kelapa Gading),47.0,3.0,39.0,39.0,16.0,47.0,PM10,BAIK
2015-01-20,DKI2 (Kelapa Gading),69.0,5.0,72.0,51.0,24.0,72.0,CO,SEDANG
2015-01-21,DKI2 (Kelapa Gading),56.0,7.0,61.0,30.0,12.0,61.0,CO,SEDANG
2015-01-22,DKI2 (Kelapa Gading),44.0,3.0,36.0,31.0,13.0,44.0,PM10,BAIK
2015-01-23,DKI2 (Kelapa Gading),47.0,3.0,50.0,40.0,23.0,50.0,CO,BAIK
2015-01-24,DKI2 (Kelapa Gading),55.0,5.0,63.0,59.0,20.0,63.0,CO,SEDANG
2015-01-25,DKI2 (Kelapa Gading),33.0,4.0,29.0,37.0,18.0,37.0,O3,BAIK
2015-01-26,DKI2 (Kelapa Gading),45.0,6.0,37.0,32.0,14.0,45.0,PM10,BAIK
2015-01-27,DKI2 (Kelapa Gading),55.0,5.0,42.0,30.0,13.0,55.0,PM10,SEDANG
2015-01-28,DKI2 (Kelapa Gading),56.0,6.0,36.0,55.0,13.0,56.0,PM10,SEDANG
2015-01-29,DKI2 (Kelapa Gading),54.0,13.0,34.0,47.0,17.0,54.0,PM10,SEDANG
2015-01-30,DKI2 (Kelapa Gading),38.0,6.0,30.0,34.0,12.0,38.0,PM10,BAIK
2015-01-31,DKI2 (Kelapa Gading),35.0,5.0,27.0,34.0,11.0,35.0,PM10,BAIK
2015-01-03,DKI3 (Jagakarsa),9.0,5.0,25.0,8.0,2.0,25.0,CO,BAIK
2015-01-07,DKI3 (Jagakarsa),15.0,6.0,32.0,7.0,3.0,32.0,CO,BAIK
2015-01-12,DKI3 (Jagakarsa),10.0,6.0,25.0,5.0,5.0,25.0,CO,BAIK
2015-01-13,DKI3 (Jagakarsa),10.0,6.0,33.0,5.0,12.0,33.0,CO,BAIK
2015-01-14,DKI3 (Jagakarsa),12.0,6.0,36.0,5.0,7.0,36.0,CO,BAIK
2015-01-15,DKI3 (Jagakarsa),14.0,6.0,34.0,6.0,10.0,34.0,CO,BAIK
2015-01-16,DKI3 (Jagakarsa),18.0,15.0,61.0,24.0,5.0,61.0,CO,SEDANG
2015-01-17,DKI3 (Jagakarsa),16.0,8.0,30.0,6.0,5.0,30.0,CO,BAIK
2015-01-18,DKI3 (Jagakarsa),19.0,6.0,36.0,7.0,7.0,36.0,CO,BAIK
2015-01-19,DKI3 (Jagakarsa),16.0,6.0,37.0,7.0,7.0,37.0,CO,BAIK
2015-01-20,DKI3 (Jagakarsa),28.0,6.0,66.0,9.0,8.0,66.0,CO,SEDANG
2015-01-21,DKI3 (Jagakarsa),21.0,6.0,37.0,10.0,6.0,37.0,CO,BAIK
2015-01-22,DKI3 (Jagakarsa),15.0,6.0,35.0,36.0,12.0,36.0,O3,BAIK
2015-01-23,DKI3 (Jagakarsa),10.0,6.0,50.0,41.0,7.0,50.0,CO,BAIK
2015-01-24,DKI3 (Jagakarsa),17.0,9.0,72.0,65.0,11.0,72.0,CO,SEDANG
2015-01-25,DKI3 (Jagakarsa),12.0,7.0,26.0,67.0,4.0,67.0,O3,SEDANG
2015-01-26,DKI3 (Jagakarsa),14.0,8.0,41.0,59.0,9.0,59.0,O3,SEDANG
2015-01-27,DKI3 (Jagakarsa),12.0,8.0,51.0,49.0,9.0,51.0,CO,SEDANG
2015-01-28,DKI3 (Jagakarsa),19.0,8.0,46.0,65.0,8.0,65.0,O3,SEDANG
2015-01-29,DKI3 (Jagakarsa),10.0,8.0,32.0,61.0,7.0,61.0,O3,SEDANG
2015-01-30,DKI3 (Jagakarsa),12.0,7.0,46.0,50.0,8.0,50.0,O3,BAIK
2015-01-31,DKI3 (Jagakarsa),11.0,8.0,32.0,41.0,4.0,41.0,O3,BAIK
2015-01-01,DKI4 (Lubang Buaya),34.0,10.0,24.0,10.0,6.0,34.0,PM10,BAIK
2015-01-02,DKI4 (Lubang Buaya),20.0,9.0,9.0,19.0,4.0,20.0,PM10,BAIK
2015-01-03,DKI4 (Lubang Buaya),23.0,10.0,11.0,35.0,4.0,35.0,O3,BAIK
2015-01-04,DKI4 (Lubang Buaya),20.0,9.0,14.0,29.0,4.0,29.0,O3,BAIK
2015-01-05,DKI4 (Lubang Buaya),25.0,9.0,10.0,15.0,4.0,25.0,PM10,BAIK
2015-01-06,DKI4 (Lubang Buaya),20.0,9.0,10.0,18.0,4.0,20.0,PM10,BAIK
2015-01-07,DKI4 (Lubang Buaya),28.0,10.0,18.0,19.0,4.0,28.0,PM10,BAIK
2015-01-08,DKI4 (Lubang Buaya),24.0,10.0,8.0,21.0,3.0,24.0,PM10,BAIK
2015-01-09,DKI4 (Lubang Buaya),22.0,10.0,7.0,18.0,3.0,22.0,PM10,BAIK
2015-01-10,DKI4 (Lubang Buaya),22.0,10.0,8.0,18.0,3.0,22.0,PM10,BAIK
2015-01-11,DKI4 (Lubang Buaya),34.0,11.0,10.0,26.0,5.0,34.0,PM10,BAIK
2015-01-12,DKI4 (Lubang Buaya),37.0,11.0,19.0,15.0,11.0,37.0,PM10,BAIK
2015-01-13,DKI4 (Lubang Buaya),33.0,11.0,25.0,20.0,9.0,33.0,PM10,BAIK
2015-01-14,DKI4 (Lubang Buaya),31.0,11.0,32.0,11.0,13.0,32.0,CO,BAIK
2015-01-15,DKI4 (Lubang Buaya),27.0,10.0,29.0,20.0,13.0,29.0,CO,BAIK
2015-01-16,DKI4 (Lubang Buaya),57.0,16.0,29.0,37.0,9.0,57.0,PM10,SEDANG
2015-01-17,DKI4 (Lubang Buaya),35.0,11.0,16.0,38.0,14.0,38.0,O3,BAIK
2015-01-18,DKI4 (Lubang Buaya),36.0,11.0,29.0,34.0,12.0,36.0,PM10,BAIK
2015-01-22,DKI4 (Lubang Buaya),45.0,11.0,24.0,15.0,10.0,45.0,PM10,BAIK
2015-01-23,DKI4 (Lubang Buaya),44.0,10.0,39.0,9.0,18.0,44.0,PM10,BAIK
2015-01-24,DKI4 (Lubang Buaya),65.0,13.0,67.0,12.0,15.0,67.0,CO,SEDANG
2015-01-25,DKI4 (Lubang Buaya),35.0,11.0,15.0,13.0,7.0,35.0,PM10,BAIK
2015-01-26,DKI4 (Lubang Buaya),53.0,14.0,34.0,17.0,9.0,53.0,PM10,SEDANG
2015-01-27,DKI4 (Lubang Buaya),60.0,12.0,36.0,17.0,9.0,60.0,PM10,SEDANG
2015-01-28,DKI4 (Lubang Buaya),57.0,14.0,39.0,42.0,15.0,57.0,PM10,SEDANG
2015-01-29,DKI4 (Lubang Buaya),40.0,13.0,19.0,16.0,10.0,40.0,PM10,BAIK
2015-01-30,DKI4 (Lubang Buaya),40.0,12.0,28.0,18.0,9.0,40.0,PM10,BAIK
2015-01-31,DKI4 (Lubang Buaya),35.0,14.0,13.0,19.0,6.0,35.0,PM10,BAIK
2015-01-01,DKI5 (Kebon Jeruk),24.0,4.0,17.0,4.0,6.0,24.0,PM10,BAIK
2015-01-02,DKI5 (Kebon Jeruk),7.0,4.0,6.0,4.0,3.0,7.0,PM10,BAIK
2015-01-03,DKI5 (Kebon Jeruk),19.0,4.0,7.0,7.0,4.0,19.0,PM10,BAIK
2015-01-07,DKI5 (Kebon Jeruk),23.0,4.0,7.0,4.0,3.0,23.0,PM10,BAIK
2015-01-08,DKI5 (Kebon Jeruk),28.0,4.0,6.0,4.0,3.0,28.0,PM10,BAIK
2015-01-09,DKI5 (Kebon Jeruk),13.0,4.0,5.0,4.0,2.0,13.0,PM10,BAIK
2015-01-10,DKI5 (Kebon Jeruk),13.0,4.0,5.0,4.0,3.0,13.0,PM10,BAIK
2015-01-11,DKI5 (Kebon Jeruk),26.0,4.0,7.0,5.0,3.0,26.0,PM10,BAIK
2015-01-12,DKI5 (Kebon Jeruk),31.0,4.0,12.0,5.0,9.0,31.0,PM10,BAIK
2015-01-13,DKI5 (Kebon Jeruk),30.0,4.0,16.0,3.0,12.0,30.0,PM10,BAIK
2015-01-14,DKI5 (Kebon Jeruk),37.0,5.0,18.0,4.0,8.0,37.0,PM10,BAIK
2015-01-15,DKI5 (Kebon Jeruk),22.0,5.0,14.0,4.0,8.0,22.0,PM10,BAIK
2015-01-16,DKI5 (Kebon Jeruk),57.0,6.0,18.0,6.0,6.0,57.0,PM10,SEDANG
2015-01-17,DKI5 (Kebon Jeruk),36.0,5.0,14.0,7.0,8.0,36.0,PM10,BAIK
2015-01-18,DKI5 (Kebon Jeruk),46.0,5.0,14.0,7.0,12.0,46.0,PM10,BAIK
2015-01-19,DKI5 (Kebon Jeruk),49.0,4.0,16.0,16.0,10.0,49.0,PM10,BAIK
2015-01-20,DKI5 (Kebon Jeruk),63.0,6.0,48.0,49.0,13.0,63.0,PM10,SEDANG
2015-01-21,DKI5 (Kebon Jeruk),56.0,6.0,36.0,33.0,10.0,56.0,PM10,SEDANG
2015-01-23,DKI5 (Kebon Jeruk),41.0,4.0,37.0,20.0,16.0,41.0,PM10,BAIK
2015-01-24,DKI5 (Kebon Jeruk),71.0,7.0,49.0,51.0,12.0,71.0,PM10,SEDANG
2015-01-25,DKI5 (Kebon Jeruk),19.0,5.0,8.0,40.0,4.0,40.0,O3,BAIK
2015-01-26,DKI5 (Kebon Jeruk),52.0,7.0,19.0,28.0,10.0,52.0,PM10,SEDANG
2015-01-27,DKI5 (Kebon Jeruk),68.0,5.0,34.0,24.0,9.0,68.0,PM10,SEDANG
2015-01-28,DKI5 (Kebon Jeruk),54.0,8.0,18.0,38.0,9.0,54.0,PM10,SEDANG
2015-01-29,DKI5 (Kebon Jeruk),43.0,3.0,17.0,36.0,6.0,43.0,PM10,BAIK
2015-01-31,DKI5 (Kebon Jeruk),36.0,3.0,10.0,30.0,8.0,36.0,PM10,BAIK
2015-02-01,DKI1 (Bunderan HI),42.0,5.0,16.0,30.0,12.0,42.0,PM10,BAIK
2015-02-04,DKI1 (Bunderan HI),58.0,5.0,33.0,36.0,23.0,58.0,PM10,SEDANG
2015-02-05,DKI1 (Bunderan HI),41.0,5.0,19.0,32.0,16.0,41.0,PM10,BAIK
2015-02-07,DKI1 (Bunderan HI),51.0,6.0,18.0,39.0,14.0,51.0,PM10,SEDANG
2015-02-08,DKI1 (Bunderan HI),49.0,6.0,18.0,32.0,12.0,49.0,PM10,BAIK
2015-02-12,DKI1 (Bunderan HI),61.0,9.0,36.0,40.0,19.0,61.0,PM10,SEDANG
2015-02-13,DKI1 (Bunderan HI),34.0,10.0,27.0,36.0,15.0,36.0,O3,BAIK
2015-02-14,DKI1 (Bunderan HI),7.0,8.0,35.0,40.0,16.0,40.0,O3,BAIK
2015-02-15,DKI1 (Bunderan HI),31.0,6.0,38.0,37.0,12.0,38.0,CO,BAIK
2015-02-16,DKI1 (Bunderan HI),6.0,6.0,56.0,35.0,18.0,56.0,CO,SEDANG
2015-02-17,DKI1 (Bunderan HI),12.0,5.0,22.0,36.0,13.0,36.0,O3,BAIK
2015-02-18,DKI1 (Bunderan HI),8.0,5.0,34.0,43.0,24.0,43.0,O3,BAIK
2015-02-19,DKI1 (Bunderan HI),11.0,7.0,16.0,41.0,13.0,41.0,O3,BAIK
2015-02-20,DKI1 (Bunderan HI),29.0,7.0,29.0,40.0,20.0,40.0,O3,BAIK
2015-02-21,DKI1 (Bunderan HI),24.0,9.0,60.0,57.0,20.0,60.0,CO,SEDANG
2015-02-22,DKI1 (Bunderan HI),18.0,8.0,28.0,57.0,12.0,57.0,O3,SEDANG
2015-02-23,DKI1 (Bunderan HI),8.0,11.0,16.0,46.0,12.0,46.0,O3,BAIK
2015-02-24,DKI1 (Bunderan HI),18.0,11.0,29.0,46.0,17.0,46.0,O3,BAIK
2015-02-25,DKI1 (Bunderan HI),15.0,7.0,24.0,56.0,18.0,56.0,O3,SEDANG
2015-02-26,DKI1 (Bunderan HI),17.0,7.0,28.0,82.0,31.0,82.0,O3,SEDANG
2015-02-27,DKI1 (Bunderan HI),10.0,7.0,29.0,75.0,21.0,75.0,O3,SEDANG
2015-02-28,DKI1 (Bunderan HI),66.0,6.0,38.0,39.0,19.0,66.0,PM10,SEDANG
2015-02-01,DKI2 (Kelapa Gading),34.0,3.0,30.0,34.0,11.0,34.0,PM10,BAIK
2015-02-02,DKI2 (Kelapa Gading),46.0,4.0,49.0,42.0,21.0,49.0,CO,BAIK
2015-02-03,DKI2 (Kelapa Gading),66.0,4.0,50.0,32.0,13.0,66.0,PM10,SEDANG
2015-02-04,DKI2 (Kelapa Gading),67.0,5.0,59.0,40.0,17.0,67.0,PM10,SEDANG
2015-02-05,DKI2 (Kelapa Gading),45.0,3.0,31.0,32.0,17.0,45.0,PM10,BAIK
2015-02-06,DKI2 (Kelapa Gading),30.0,4.0,26.0,29.0,13.0,30.0,PM10,BAIK
2015-02-07,DKI2 (Kelapa Gading),32.0,4.0,30.0,31.0,15.0,32.0,PM10,BAIK
2015-02-08,DKI2 (Kelapa Gading),32.0,4.0,26.0,27.0,10.0,32.0,PM10,BAIK
2015-02-09,DKI2 (Kelapa Gading),27.0,3.0,32.0,28.0,14.0,32.0,CO,BAIK
2015-02-10,DKI2 (Kelapa Gading),23.0,3.0,34.0,30.0,11.0,34.0,CO,BAIK
2015-02-11,DKI2 (Kelapa Gading),52.0,4.0,58.0,28.0,11.0,58.0,CO,SEDANG
2015-02-12,DKI2 (Kelapa Gading),65.0,4.0,54.0,32.0,22.0,65.0,PM10,SEDANG
2015-02-13,DKI2 (Kelapa Gading),45.0,5.0,36.0,30.0,15.0,45.0,PM10,BAIK
2015-02-14,DKI2 (Kelapa Gading),51.0,5.0,57.0,35.0,13.0,57.0,CO,SEDANG
2015-02-15,DKI2 (Kelapa Gading),67.0,5.0,50.0,39.0,12.0,67.0,PM10,SEDANG
2015-02-16,DKI2 (Kelapa Gading),68.0,7.0,56.0,39.0,15.0,68.0,PM10,SEDANG
2015-02-17,DKI2 (Kelapa Gading),44.0,6.0,31.0,30.0,10.0,44.0,PM10,BAIK
2015-02-18,DKI2 (Kelapa Gading),55.0,19.0,40.0,38.0,19.0,55.0,PM10,SEDANG
2015-02-19,DKI2 (Kelapa Gading),31.0,6.0,27.0,36.0,12.0,36.0,O3,BAIK
2015-02-20,DKI2 (Kelapa Gading),52.0,24.0,39.0,30.0,12.0,52.0,PM10,SEDANG
2015-02-21,DKI2 (Kelapa Gading),78.0,12.0,60.0,62.0,27.0,78.0,PM10,SEDANG
2015-02-22,DKI2 (Kelapa Gading),60.0,7.0,37.0,44.0,23.0,60.0,PM10,SEDANG
2015-02-23,DKI2 (Kelapa Gading),50.0,6.0,32.0,35.0,15.0,50.0,PM10,BAIK
2015-02-24,DKI2 (Kelapa Gading),55.0,7.0,42.0,42.0,14.0,55.0,PM10,SEDANG
2015-02-25,DKI2 (Kelapa Gading),60.0,8.0,36.0,86.0,15.0,86.0,O3,SEDANG
2015-02-26,DKI2 (Kelapa Gading),71.0,10.0,33.0,113.0,18.0,113.0,O3,TIDAK SEHAT
2015-02-27,DKI2 (Kelapa Gading),70.0,11.0,29.0,124.0,15.0,124.0,O3,TIDAK SEHAT
2015-02-28,DKI2 (Kelapa Gading),67.0,13.0,36.0,42.0,18.0,67.0,PM10,SEDANG
2015-02-01,DKI3 (Jagakarsa),13.0,7.0,29.0,42.0,5.0,42.0,O3,BAIK
2015-02-03,DKI3 (Jagakarsa),22.0,8.0,69.0,50.0,10.0,69.0,CO,SEDANG
2015-02-04,DKI3 (Jagakarsa),26.0,10.0,52.0,55.0,9.0,55.0,O3,SEDANG
2015-02-05,DKI3 (Jagakarsa),17.0,9.0,33.0,58.0,11.0,58.0,O3,SEDANG
2015-02-06,DKI3 (Jagakarsa),16.0,8.0,52.0,49.0,9.0,52.0,CO,SEDANG
2015-02-07,DKI3 (Jagakarsa),13.0,9.0,33.0,53.0,6.0,53.0,O3,SEDANG
2015-02-08,DKI3 (Jagakarsa),17.0,9.0,34.0,46.0,9.0,46.0,O3,BAIK
2015-02-09,DKI3 (Jagakarsa),14.0,8.0,45.0,36.0,8.0,45.0,CO,BAIK
2015-02-10,DKI3 (Jagakarsa),13.0,7.0,42.0,46.0,11.0,46.0,O3,BAIK
2015-02-11,DKI3 (Jagakarsa),11.0,8.0,68.0,40.0,8.0,68.0,CO,SEDANG
2015-02-12,DKI3 (Jagakarsa),19.0,10.0,50.0,50.0,10.0,50.0,CO,BAIK
2015-02-13,DKI3 (Jagakarsa),17.0,8.0,37.0,48.0,6.0,48.0,O3,BAIK
2015-02-14,DKI3 (Jagakarsa),14.0,8.0,56.0,48.0,7.0,56.0,CO,SEDANG
2015-02-15,DKI3 (Jagakarsa),25.0,9.0,71.0,44.0,9.0,71.0,CO,SEDANG
2015-02-16,DKI3 (Jagakarsa),18.0,8.0,50.0,72.0,10.0,72.0,O3,SEDANG
2015-02-17,DKI3 (Jagakarsa),21.0,8.0,57.0,63.0,10.0,63.0,O3,SEDANG
2015-02-18,DKI3 (Jagakarsa),19.0,9.0,48.0,50.0,10.0,50.0,O3,BAIK
2015-02-19,DKI3 (Jagakarsa),11.0,8.0,34.0,42.0,6.0,42.0,O3,BAIK
2015-02-20,DKI3 (Jagakarsa),11.0,9.0,42.0,68.0,11.0,68.0,O3,SEDANG
2015-02-21,DKI3 (Jagakarsa),24.0,11.0,58.0,51.0,11.0,58.0,CO,SEDANG
2015-02-25,DKI3 (Jagakarsa),22.0,12.0,45.0,121.0,11.0,121.0,O3,TIDAK SEHAT
2015-02-26,DKI3 (Jagakarsa),13.0,12.0,35.0,147.0,12.0,147.0,O3,TIDAK SEHAT
2015-02-27,DKI3 (Jagakarsa),12.0,9.0,38.0,129.0,14.0,129.0,O3,TIDAK SEHAT
2015-02-28,DKI3 (Jagakarsa),12.0,8.0,43.0,65.0,12.0,65.0,O3,SEDANG
2015-02-17,DKI4 (Lubang Buaya),7.0,13.0,29.0,34.0,11.0,34.0,O3,BAIK
2015-02-24,DKI4 (Lubang Buaya),70.0,17.0,37.0,12.0,13.0,70.0,PM10,SEDANG
2015-02-25,DKI4 (Lubang Buaya),85.0,20.0,43.0,98.0,11.0,98.0,O3,SEDANG
2015-02-26,DKI4 (Lubang Buaya),87.0,19.0,27.0,111.0,21.0,111.0,O3,TIDAK SEHAT
2015-02-27,DKI4 (Lubang Buaya),83.0,16.0,23.0,114.0,13.0,114.0,O3,TIDAK SEHAT
2015-02-28,DKI4 (Lubang Buaya),78.0,17.0,29.0,34.0,16.0,78.0,PM10,SEDANG
2015-02-01,DKI5 (Kebon Jeruk),27.0,3.0,10.0,25.0,7.0,27.0,PM10,BAIK
2015-02-02,DKI5 (Kebon Jeruk),50.0,3.0,31.0,32.0,11.0,50.0,PM10,BAIK
2015-02-03,DKI5 (Kebon Jeruk),76.0,3.0,38.0,29.0,9.0,76.0,PM10,SEDANG
2015-02-04,DKI5 (Kebon Jeruk),68.0,3.0,27.0,36.0,10.0,68.0,PM10,SEDANG
2015-02-05,DKI5 (Kebon Jeruk),47.0,3.0,13.0,48.0,8.0,48.0,O3,BAIK
2015-02-06,DKI5 (Kebon Jeruk),24.0,3.0,11.0,35.0,7.0,35.0,O3,BAIK
2015-02-07,DKI5 (Kebon Jeruk),40.0,3.0,13.0,24.0,7.0,40.0,PM10,BAIK
2015-02-08,DKI5 (Kebon Jeruk),35.0,3.0,17.0,24.0,8.0,35.0,PM10,BAIK
2015-02-09,DKI5 (Kebon Jeruk),23.0,3.0,17.0,23.0,8.0,23.0,PM10,BAIK
2015-02-10,DKI5 (Kebon Jeruk),13.0,3.0,21.0,24.0,8.0,24.0,O3,BAIK
2015-02-11,DKI5 (Kebon Jeruk),56.0,3.0,42.0,27.0,6.0,56.0,PM10,SEDANG
2015-02-12,DKI5 (Kebon Jeruk),72.0,3.0,41.0,27.0,9.0,72.0,PM10,SEDANG
2015-02-13,DKI5 (Kebon Jeruk),48.0,3.0,26.0,24.0,9.0,48.0,PM10,BAIK
2015-02-14,DKI5 (Kebon Jeruk),58.0,3.0,41.0,27.0,8.0,58.0,PM10,SEDANG
2015-02-15,DKI5 (Kebon Jeruk),66.0,3.0,43.0,33.0,8.0,66.0,PM10,SEDANG
2015-02-16,DKI5 (Kebon Jeruk),69.0,3.0,36.0,37.0,11.0,69.0,PM10,SEDANG
2015-02-17,DKI5 (Kebon Jeruk),49.0,3.0,16.0,20.0,6.0,49.0,PM10,BAIK
2015-02-18,DKI5 (Kebon Jeruk),56.0,3.0,32.0,32.0,11.0,56.0,PM10,SEDANG
2015-02-19,DKI5 (Kebon Jeruk),40.0,3.0,13.0,31.0,6.0,40.0,PM10,BAIK
2015-02-20,DKI5 (Kebon Jeruk),50.0,3.0,26.0,36.0,10.0,50.0,PM10,BAIK
2015-02-21,DKI5 (Kebon Jeruk),69.0,3.0,35.0,48.0,10.0,69.0,PM10,SEDANG
2015-02-23,DKI5 (Kebon Jeruk),55.0,3.0,14.0,40.0,7.0,55.0,PM10,SEDANG
2015-02-24,DKI5 (Kebon Jeruk),62.0,4.0,25.0,41.0,10.0,62.0,PM10,SEDANG
2015-02-25,DKI5 (Kebon Jeruk),69.0,3.0,25.0,62.0,8.0,69.0,PM10,SEDANG
2015-02-26,DKI5 (Kebon Jeruk),64.0,3.0,19.0,85.0,7.0,85.0,O3,SEDANG
2015-02-28,DKI5 (Kebon Jeruk),59.0,3.0,25.0,35.0,13.0,59.0,PM10,SEDANG
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2015-03-01,DKI1 (Bunderan HI),73.0,6.0,34.0,36.0,14.0,73.0,PM10,SEDANG
2015-03-02,DKI1 (Bunderan HI),57.0,8.0,15.0,38.0,18.0,57.0,PM10,SEDANG
2015-03-03,DKI1 (Bunderan HI),62.0,10.0,20.0,44.0,18.0,62.0,PM10,SEDANG
2015-03-04,DKI1 (Bunderan HI),59.0,11.0,36.0,38.0,19.0,59.0,PM10,SEDANG
2015-03-05,DKI1 (Bunderan HI),51.0,10.0,17.0,38.0,15.0,51.0,PM10,SEDANG
2015-03-06,DKI1 (Bunderan HI),66.0,13.0,29.0,47.0,16.0,66.0,PM10,SEDANG
2015-03-10,DKI1 (Bunderan HI),46.0,8.0,14.0,56.0,14.0,56.0,O3,SEDANG
2015-03-11,DKI1 (Bunderan HI),44.0,7.0,19.0,43.0,14.0,44.0,PM10,BAIK
2015-03-12,DKI1 (Bunderan HI),43.0,8.0,17.0,39.0,12.0,43.0,PM10,BAIK
2015-03-13,DKI1 (Bunderan HI),66.0,7.0,36.0,35.0,18.0,66.0,PM10,SEDANG
2015-03-14,DKI1 (Bunderan HI),70.0,7.0,26.0,36.0,13.0,70.0,PM10,SEDANG
